card_id,name,scheme_type,members_count,monthly_entitlement_kg,monthly_rice_kg,monthly_wheat_kg,language,home_fps_id
RC-KA-002561,Prakash Joshi,PHH,1,5,5,0,hi,FPS-KA-BLR-U-0001
RC-KA-002562,Sanjay Nayak,PHH,2,10,5,5,kn,FPS-KA-BLR-U-0002
RC-KA-002563,Prakash Kumar,PHH,8,40,15,25,hi,FPS-KA-BLR-U-0003
RC-KA-002564,Priya Nayak,PHH,8,40,40,0,kn,FPS-KA-BLR-U-0004
RC-KA-002565,Rahul Kulkarni,PHH,3,15,0,15,kn,FPS-KA-BLR-U-0005
RC-KA-002566,Shankar Joshi,PHH,2,10,10,0,kn,FPS-KA-BLR-U-0006
RC-KA-002567,Deepa Patil,PHH,5,25,0,25,kn,FPS-KA-BLR-U-0007
RC-KA-002568,Ganesh Nayak,PHH,6,30,0,30,kn,FPS-KA-BLR-U-0008
RC-KA-002569,Akash Kumar,PHH,5,25,15,10,hi,FPS-KA-BLR-U-0009
RC-KA-002570,Prakash Reddy,PHH,3,15,10,5,kn,FPS-KA-BLR-U-0010
RC-KA-002571,Pooja Bhat,PHH,5,25,15,10,kn,FPS-KA-BLR-U-0011
RC-KA-002572,Vijay Naik,PHH,2,10,10,0,kn,FPS-KA-BLR-U-0012
RC-KA-002573,Divya Reddy,PHH,1,5,0,5,kn,FPS-KA-BLR-U-0013
RC-KA-002574,Chetan Joshi,PHH,6,30,30,0,kn,FPS-KA-BLR-U-0014
RC-KA-002575,Swathi Patil,PHH,6,30,30,0,kn,FPS-KA-BLR-U-0015
RC-KA-002576,Prakash Nayak,PHH,4,20,15,5,kn,FPS-KA-BLR-U-0016
RC-KA-002577,Lakshmi Sharma,PHH,1,5,5,0,en,FPS-KA-BLR-U-0017
RC-KA-002578,Arjun Naik,PHH,2,10,10,0,kn,FPS-KA-BLR-U-0018
RC-KA-002579,Naveen Reddy,PHH,1,5,0,5,kn,FPS-KA-BLR-U-0019
RC-KA-002580,Shankar Kumar,PHH,6,30,15,15,kn,FPS-KA-BLR-U-0020
RC-KA-002581,Aarav Rao,PHH,4,20,0,20,en,FPS-KA-BID-0001
RC-KA-002582,Kiran Poojary,PHH,4,20,20,0,kn,FPS-KA-BID-0002
RC-KA-002583,Shalini Kulkarni,PHH,1,5,5,0,kn,FPS-KA-BID-0003
RC-KA-002584,Pooja Shetty,PHH,3,15,15,0,hi,FPS-KA-BID-0004
RC-KA-002585,Priya Nayak,PHH,2,10,5,5,kn,FPS-KA-BID-0005
RC-KA-002586,Lakshmi Nayak,PHH,6,30,10,20,kn,FPS-KA-BID-0006
RC-KA-002587,Prakash Patil,PHH,1,5,0,5,kn,FPS-KA-BID-0007
RC-KA-002588,Swathi Rao,PHH,4,20,15,5,hi,FPS-KA-BID-0008
RC-KA-002589,Deepa Kumar,PHH,1,5,0,5,en,FPS-KA-BID-0009
RC-KA-002590,Manoj Shetty,PHH,1,5,0,5,kn,FPS-KA-BID-0010
RC-KA-002591,Priya Poojary,PHH,5,25,0,25,kn,FPS-KA-BID-0011
RC-KA-002592,Kiran Desai,PHH,4,20,10,10,kn,FPS-KA-BID-0012
RC-KA-002593,Divya Joshi,PHH,2,10,10,0,kn,FPS-KA-BID-0013
RC-KA-002594,Sneha Hegde,PHH,4,20,15,5,hi,FPS-KA-BID-0014
RC-KA-002595,Kavya Rao,PHH,4,20,15,5,hi,FPS-KA-BID-0015
RC-KA-002596,Swathi Naik,PHH,5,25,25,0,kn,FPS-KA-BID-0016
RC-KA-002597,Ananya Patil,PHH,6,30,25,5,kn,FPS-KA-BID-0017
RC-KA-002598,Priya Desai,PHH,6,30,15,15,hi,FPS-KA-BID-0018
RC-KA-002599,Arjun Kumar,PHH,5,25,0,25,kn,FPS-KA-BID-0019
RC-KA-002600,Chetan Gowda,PHH,4,20,10,10,hi,FPS-KA-BID-0020
RC-KA-002601,Arjun Patil,PHH,6,30,25,5,hi,FPS-KA-CHA-0001
RC-KA-002602,Manoj Gowda,PHH,4,20,15,5,kn,FPS-KA-CHA-0002
RC-KA-002603,Divya Naik,PHH,1,5,5,0,hi,FPS-KA-CHA-0003
RC-KA-002604,Akash Patil,PHH,7,35,20,15,hi,FPS-KA-CHA-0004
RC-KA-002605,Aarav Kumar,PHH,5,25,20,5,kn,FPS-KA-CHA-0005
RC-KA-002606,Deepa Reddy,PHH,7,35,30,5,kn,FPS-KA-CHA-0006
RC-KA-002607,Pooja Patil,PHH,7,35,10,25,kn,FPS-KA-CHA-0007
RC-KA-002608,Kavya Nayak,PHH,5,25,0,25,kn,FPS-KA-CHA-0008
RC-KA-002609,Vijay Naik,PHH,1,5,5,0,en,FPS-KA-CHA-0009
RC-KA-002610,Sneha Sharma,PHH,4,20,0,20,kn,FPS-KA-CHA-0010
RC-KA-002611,Vijay Bhat,PHH,7,35,30,5,hi,FPS-KA-CHA-0011
RC-KA-002612,Sanjay Nayak,PHH,1,5,0,5,kn,FPS-KA-CHA-0012
RC-KA-002613,Prakash Bhat,PHH,5,25,20,5,kn,FPS-KA-CHA-0013
RC-KA-002614,Manoj Bhat,PHH,5,25,5,20,en,FPS-KA-CHA-0014
RC-KA-002615,Divya Rao,PHH,4,20,5,15,en,FPS-KA-CHA-0015
RC-KA-002616,Shalini Joshi,PHH,5,25,0,25,en,FPS-KA-CHA-0016
RC-KA-002617,Aditi Sharma,PHH,5,25,10,15,kn,FPS-KA-CHA-0017
RC-KA-002618,Divya Rao,PHH,5,25,10,15,kn,FPS-KA-CHA-0018
RC-KA-002619,Ravi Hegde,PHH,1,5,0,5,kn,FPS-KA-CHA-0019
RC-KA-002620,Aarav Desai,PHH,5,25,5,20,kn,FPS-KA-CHA-0020
RC-KA-002621,Kavya Desai,PHH,1,5,5,0,kn,FPS-KA-CHB-0001
RC-KA-002622,Akash Naik,PHH,4,20,15,5,kn,FPS-KA-CHB-0002
RC-KA-002623,Divya Rao,PHH,6,30,0,30,kn,FPS-KA-CHB-0003
RC-KA-002624,Arjun Reddy,PHH,5,25,10,15,en,FPS-KA-CHB-0004
RC-KA-002625,Rahul Patil,PHH,3,15,5,10,en,FPS-KA-CHB-0005
RC-KA-002626,Bhavana Poojary,PHH,4,20,0,20,kn,FPS-KA-CHB-0006
RC-KA-002627,Rekha Reddy,PHH,8,40,25,15,kn,FPS-KA-CHB-0007
RC-KA-002628,Aarav Poojary,PHH,1,5,5,0,en,FPS-KA-CHB-0008
RC-KA-002629,Priya Reddy,PHH,6,30,20,10,hi,FPS-KA-CHB-0009
RC-KA-002630,Manoj Gowda,PHH,6,30,0,30,kn,FPS-KA-CHB-0010
RC-KA-002631,Prakash Hegde,PHH,2,10,0,10,kn,FPS-KA-CHB-0011
RC-KA-002632,Swathi Naik,PHH,7,35,5,30,kn,FPS-KA-CHB-0012
RC-KA-002633,Shankar Hegde,PHH,3,15,0,15,kn,FPS-KA-CHB-0013
RC-KA-002634,Kavya Desai,PHH,6,30,15,15,en,FPS-KA-CHB-0014
RC-KA-002635,Kavya Patil,PHH,5,25,20,5,kn,FPS-KA-CHB-0015
RC-KA-002636,Aarav Gowda,PHH,5,25,5,20,en,FPS-KA-CHB-0016
RC-KA-002637,Shalini Bhat,PHH,4,20,10,10,kn,FPS-KA-CHB-0017
RC-KA-002638,Prakash Patil,PHH,6,30,5,25,kn,FPS-KA-CHB-0018
RC-KA-002639,Rahul Gowda,PHH,3,15,15,0,hi,FPS-KA-CHB-0019
RC-KA-002640,Prakash Poojary,PHH,2,10,0,10,kn,FPS-KA-CHB-0020
RC-KA-002641,Naveen Rao,PHH,7,35,5,30,hi,FPS-KA-CHK-0001
RC-KA-002642,Naveen Desai,PHH,1,5,5,0,kn,FPS-KA-CHK-0002
RC-KA-002643,Prakash Naik,PHH,6,30,10,20,kn,FPS-KA-CHK-0003
RC-KA-002644,Shalini Hegde,PHH,4,20,10,10,kn,FPS-KA-CHK-0004
RC-KA-002645,Ananya Bhat,PHH,4,20,15,5,kn,FPS-KA-CHK-0005
RC-KA-002646,Swathi Kulkarni,PHH,4,20,15,5,hi,FPS-KA-CHK-0006
RC-KA-002647,Naveen Gowda,PHH,6,30,0,30,kn,FPS-KA-CHK-0007
RC-KA-002648,Deepa Desai,PHH,6,30,25,5,kn,FPS-KA-CHK-0008
RC-KA-002649,Sneha Shetty,PHH,7,35,15,20,kn,FPS-KA-CHK-0009
RC-KA-002650,Ravi Shetty,PHH,4,20,15,5,kn,FPS-KA-CHK-0010
RC-KA-002651,Ananya Gowda,PHH,5,25,10,15,kn,FPS-KA-CHK-0011
RC-KA-002652,Arjun Sharma,PHH,7,35,30,5,kn,FPS-KA-CHK-0012
RC-KA-002653,Swathi Desai,PHH,8,40,15,25,en,FPS-KA-CHK-0013
RC-KA-002654,Divya Rao,PHH,1,5,0,5,kn,FPS-KA-CHK-0014
RC-KA-002655,Aditi Kumar,PHH,8,40,5,35,kn,FPS-KA-CHK-0015
RC-KA-002656,Akash Shetty,PHH,7,35,0,35,kn,FPS-KA-CHK-0016
RC-KA-002657,Kiran Bhat,PHH,7,35,30,5,kn,FPS-KA-CHK-0017
RC-KA-002658,Swathi Kumar,PHH,4,20,10,10,kn,FPS-KA-CHK-0018
RC-KA-002659,Ananya Bhat,PHH,6,30,20,10,kn,FPS-KA-CHK-0019
RC-KA-002660,Kavya Desai,PHH,1,5,0,5,hi,FPS-KA-CHK-0020
RC-KA-002661,Lakshmi Naik,PHH,7,35,35,0,hi,FPS-KA-CHI-0001
RC-KA-002662,Sanjay Rao,PHH,8,40,10,30,hi,FPS-KA-CHI-0002
RC-KA-002663,Prakash Sharma,PHH,2,10,0,10,en,FPS-KA-CHI-0003
RC-KA-002664,Kiran Hegde,PHH,6,30,25,5,kn,FPS-KA-CHI-0004
RC-KA-002665,Prakash Naik,PHH,8,40,10,30,kn,FPS-KA-CHI-0005
RC-KA-002666,Harish Patil,PHH,2,10,0,10,kn,FPS-KA-CHI-0006
RC-KA-002667,Harish Rao,PHH,7,35,20,15,kn,FPS-KA-CHI-0007
RC-KA-002668,Sanjay Nayak,PHH,3,15,5,10,kn,FPS-KA-CHI-0008
RC-KA-002669,Prakash Nayak,PHH,4,20,15,5,kn,FPS-KA-CHI-0009
RC-KA-002670,Bhavana Gowda,PHH,6,30,0,30,kn,FPS-KA-CHI-0010
RC-KA-002671,Deepa Nayak,PHH,5,25,10,15,kn,FPS-KA-CHI-0011
RC-KA-002672,Divya Sharma,PHH,3,15,10,5,en,FPS-KA-CHI-0012
RC-KA-002673,Arjun Gowda,PHH,2,10,0,10,kn,FPS-KA-CHI-0013
RC-KA-002674,Shalini Shetty,PHH,4,20,20,0,hi,FPS-KA-CHI-0014
RC-KA-002675,Pooja Joshi,PHH,1,5,0,5,en,FPS-KA-CHI-0015
RC-KA-002676,Sneha Patil,PHH,4,20,0,20,kn,FPS-KA-CHI-0016
RC-KA-002677,Prakash Kulkarni,PHH,6,30,5,25,kn,FPS-KA-CHI-0017
RC-KA-002678,Manoj Naik,PHH,8,40,40,0,kn,FPS-KA-CHI-0018
RC-KA-002679,Suresh Gowda,PHH,2,10,10,0,hi,FPS-KA-CHI-0019
RC-KA-002680,Akash Kumar,PHH,8,40,30,10,kn,FPS-KA-CHI-0020
RC-KA-002681,Ananya Hegde,PHH,3,15,10,5,hi,FPS-KA-DK-0001
RC-KA-002682,Sanjay Gowda,PHH,2,10,10,0,hi,FPS-KA-DK-0002
RC-KA-002683,Divya Desai,PHH,6,30,5,25,kn,FPS-KA-DK-0003
RC-KA-002684,Swathi Nayak,PHH,2,10,10,0,kn,FPS-KA-DK-0004
RC-KA-002685,Rekha Rao,PHH,1,5,5,0,kn,FPS-KA-DK-0005
RC-KA-002686,Ravi Kumar,PHH,6,30,5,25,hi,FPS-KA-DK-0006
RC-KA-002687,Prakash Kulkarni,PHH,1,5,0,5,kn,FPS-KA-DK-0007
RC-KA-002688,Arjun Desai,PHH,4,20,5,15,kn,FPS-KA-DK-0008
RC-KA-002689,Chetan Poojary,PHH,3,15,15,0,kn,FPS-KA-DK-0009
RC-KA-002690,Sanjay Reddy,PHH,2,10,10,0,en,FPS-KA-DK-0010
RC-KA-002691,Pooja Sharma,PHH,1,5,5,0,kn,FPS-KA-DK-0011
RC-KA-002692,Rekha Naik,PHH,4,20,5,15,kn,FPS-KA-DK-0012
RC-KA-002693,Meena Joshi,PHH,7,35,15,20,kn,FPS-KA-DK-0013
RC-KA-002694,Swathi Naik,PHH,3,15,10,5,hi,FPS-KA-DK-0014
RC-KA-002695,Kiran Sharma,PHH,8,40,35,5,hi,FPS-KA-DK-0015
RC-KA-002696,Ananya Reddy,PHH,6,30,20,10,kn,FPS-KA-DK-0016
RC-KA-002697,Manoj Hegde,PHH,2,10,5,5,kn,FPS-KA-DK-0017
RC-KA-002698,Manoj Hegde,PHH,4,20,15,5,kn,FPS-KA-DK-0018
RC-KA-002699,Rekha Shetty,PHH,2,10,5,5,kn,FPS-KA-DK-0019
RC-KA-002700,Ravi Reddy,PHH,8,40,35,5,kn,FPS-KA-DK-0020
RC-KA-002701,Chetan Nayak,PHH,1,5,5,0,kn,FPS-KA-DAV-0001
RC-KA-002702,Harish Naik,PHH,7,35,0,35,kn,FPS-KA-DAV-0002
RC-KA-002703,Manoj Kulkarni,PHH,6,30,15,15,kn,FPS-KA-DAV-0003
RC-KA-002704,Divya Desai,PHH,7,35,20,15,en,FPS-KA-DAV-0004
RC-KA-002705,Aditi Naik,PHH,4,20,10,10,kn,FPS-KA-DAV-0005
RC-KA-002706,Swathi Shetty,PHH,8,40,30,10,kn,FPS-KA-DAV-0006
RC-KA-002707,Priya Sharma,PHH,4,20,0,20,en,FPS-KA-DAV-0007
RC-KA-002708,Aarav Bhat,PHH,6,30,5,25,kn,FPS-KA-DAV-0008
RC-KA-002709,Rekha Hegde,PHH,1,5,5,0,kn,FPS-KA-DAV-0009
RC-KA-002710,Akash Poojary,PHH,6,30,30,0,hi,FPS-KA-DAV-0010
RC-KA-002711,Chetan Shetty,PHH,1,5,0,5,kn,FPS-KA-DAV-0011
RC-KA-002712,Bhavana Nayak,PHH,7,35,15,20,kn,FPS-KA-DAV-0012
RC-KA-002713,Pooja Bhat,PHH,6,30,10,20,kn,FPS-KA-DAV-0013
RC-KA-002714,Aarav Rao,PHH,4,20,0,20,kn,FPS-KA-DAV-0014
RC-KA-002715,Meena Patil,PHH,2,10,10,0,kn,FPS-KA-DAV-0015
RC-KA-002716,Deepa Poojary,PHH,3,15,10,5,kn,FPS-KA-DAV-0016
RC-KA-002717,Ananya Kumar,PHH,4,20,0,20,kn,FPS-KA-DAV-0017
RC-KA-002718,Sanjay Nayak,PHH,7,35,30,5,kn,FPS-KA-DAV-0018
RC-KA-002719,Naveen Bhat,PHH,5,25,0,25,kn,FPS-KA-DAV-0019
RC-KA-002720,Sneha Joshi,PHH,7,35,0,35,kn,FPS-KA-DAV-0020
RC-KA-002721,Shankar Kulkarni,PHH,3,15,0,15,hi,FPS-KA-DHA-0001
RC-KA-002722,Shankar Hegde,PHH,4,20,20,0,en,FPS-KA-DHA-0002
RC-KA-002723,Manoj Reddy,PHH,7,35,0,35,kn,FPS-KA-DHA-0003
RC-KA-002724,Prakash Desai,PHH,2,10,5,5,en,FPS-KA-DHA-0004
RC-KA-002725,Deepa Kulkarni,PHH,7,35,20,15,kn,FPS-KA-DHA-0005
RC-KA-002726,Rekha Joshi,PHH,5,25,15,10,kn,FPS-KA-DHA-0006
RC-KA-002727,Meena Bhat,PHH,4,20,15,5,kn,FPS-KA-DHA-0007
RC-KA-002728,Rekha Gowda,PHH,7,35,25,10,hi,FPS-KA-DHA-0008
RC-KA-002729,Aarav Kulkarni,PHH,8,40,15,25,kn,FPS-KA-DHA-0009
RC-KA-002730,Prakash Gowda,PHH,4,20,15,5,kn,FPS-KA-DHA-0010
RC-KA-002731,Rahul Gowda,PHH,5,25,10,15,kn,FPS-KA-DHA-0011
RC-KA-002732,Suresh Desai,PHH,2,10,10,0,kn,FPS-KA-DHA-0012
RC-KA-002733,Priya Kumar,PHH,4,20,0,20,kn,FPS-KA-DHA-0013
RC-KA-002734,Prakash Rao,PHH,8,40,40,0,hi,FPS-KA-DHA-0014
RC-KA-002735,Divya Kulkarni,PHH,4,20,0,20,hi,FPS-KA-DHA-0015
RC-KA-002736,Arjun Patil,PHH,5,25,25,0,kn,FPS-KA-DHA-0016
RC-KA-002737,Lakshmi Kumar,PHH,6,30,25,5,kn,FPS-KA-DHA-0017
RC-KA-002738,Shalini Joshi,PHH,1,5,5,0,kn,FPS-KA-DHA-0018
RC-KA-002739,Rahul Reddy,PHH,8,40,40,0,kn,FPS-KA-DHA-0019
RC-KA-002740,Naveen Joshi,PHH,6,30,15,15,hi,FPS-KA-DHA-0020
RC-KA-002741,Akash Kulkarni,PHH,2,10,0,10,kn,FPS-KA-GAD-0001
RC-KA-002742,Sanjay Gowda,PHH,3,15,0,15,kn,FPS-KA-GAD-0002
RC-KA-002743,Ananya Patil,PHH,3,15,5,10,kn,FPS-KA-GAD-0003
RC-KA-002744,Shankar Joshi,PHH,7,35,35,0,kn,FPS-KA-GAD-0004
RC-KA-002745,Pooja Kulkarni,PHH,8,40,10,30,hi,FPS-KA-GAD-0005
RC-KA-002746,Lakshmi Naik,PHH,7,35,0,35,kn,FPS-KA-GAD-0006
RC-KA-002747,Swathi Hegde,PHH,5,25,20,5,kn,FPS-KA-GAD-0007
RC-KA-002748,Ravi Reddy,PHH,3,15,5,10,kn,FPS-KA-GAD-0008
RC-KA-002749,Meena Desai,PHH,6,30,20,10,kn,FPS-KA-GAD-0009
RC-KA-002750,Sanjay Kumar,PHH,4,20,10,10,en,FPS-KA-GAD-0010
RC-KA-002751,Sneha Desai,PHH,3,15,5,10,kn,FPS-KA-GAD-0011
RC-KA-002752,Arjun Desai,PHH,1,5,5,0,kn,FPS-KA-GAD-0012
RC-KA-002753,Chetan Reddy,PHH,2,10,0,10,kn,FPS-KA-GAD-0013
RC-KA-002754,Ananya Patil,PHH,2,10,10,0,kn,FPS-KA-GAD-0014
RC-KA-002755,Rahul Joshi,PHH,8,40,10,30,kn,FPS-KA-GAD-0015
RC-KA-002756,Vijay Reddy,PHH,4,20,10,10,kn,FPS-KA-GAD-0016
RC-KA-002757,Suresh Kulkarni,PHH,5,25,10,15,hi,FPS-KA-GAD-0017
RC-KA-002758,Kiran Nayak,PHH,5,25,10,15,kn,FPS-KA-GAD-0018
RC-KA-002759,Ravi Reddy,PHH,5,25,20,5,kn,FPS-KA-GAD-0019
RC-KA-002760,Sanjay Reddy,PHH,2,10,10,0,kn,FPS-KA-GAD-0020
RC-KA-002761,Ananya Shetty,PHH,5,25,5,20,kn,FPS-KA-HAS-0001
RC-KA-002762,Suresh Sharma,PHH,7,35,25,10,kn,FPS-KA-HAS-0002
RC-KA-002763,Ravi Nayak,PHH,5,25,25,0,en,FPS-KA-HAS-0003
RC-KA-002764,Shankar Reddy,PHH,8,40,15,25,kn,FPS-KA-HAS-0004
RC-KA-002765,Priya Shetty,PHH,4,20,0,20,en,FPS-KA-HAS-0005
RC-KA-002766,Aarav Hegde,PHH,3,15,5,10,kn,FPS-KA-HAS-0006
RC-KA-002767,Shankar Desai,PHH,2,10,0,10,kn,FPS-KA-HAS-0007
RC-KA-002768,Naveen Rao,PHH,7,35,35,0,kn,FPS-KA-HAS-0008
RC-KA-002769,Kiran Rao,PHH,2,10,0,10,kn,FPS-KA-HAS-0009
RC-KA-002770,Sneha Joshi,PHH,7,35,35,0,kn,FPS-KA-HAS-0010
RC-KA-002771,Priya Kumar,PHH,6,30,20,10,kn,FPS-KA-HAS-0011
RC-KA-002772,Sneha Naik,PHH,4,20,5,15,en,FPS-KA-HAS-0012
RC-KA-002773,Meena Bhat,PHH,3,15,15,0,kn,FPS-KA-HAS-0013
RC-KA-002774,Swathi Kulkarni,PHH,5,25,25,0,kn,FPS-KA-HAS-0014
RC-KA-002775,Kavya Kumar,PHH,6,30,5,25,kn,FPS-KA-HAS-0015
RC-KA-002776,Chetan Sharma,PHH,8,40,25,15,hi,FPS-KA-HAS-0016
RC-KA-002777,Vijay Bhat,PHH,4,20,15,5,kn,FPS-KA-HAS-0017
RC-KA-002778,Naveen Reddy,PHH,1,5,0,5,kn,FPS-KA-HAS-0018
RC-KA-002779,Vijay Hegde,PHH,1,5,5,0,kn,FPS-KA-HAS-0019
RC-KA-002780,Priya Naik,PHH,5,25,20,5,en,FPS-KA-HAS-0020
RC-KA-002781,Kiran Patil,PHH,1,5,5,0,kn,FPS-KA-HAV-0001
RC-KA-002782,Prakash Kumar,PHH,5,25,10,15,kn,FPS-KA-HAV-0002
RC-KA-002783,Rahul Desai,PHH,1,5,5,0,en,FPS-KA-HAV-0003
RC-KA-002784,Suresh Poojary,PHH,8,40,10,30,kn,FPS-KA-HAV-0004
RC-KA-002785,Priya Nayak,PHH,2,10,0,10,kn,FPS-KA-HAV-0005
RC-KA-002786,Arjun Gowda,PHH,3,15,5,10,en,FPS-KA-HAV-0006
RC-KA-002787,Rahul Bhat,PHH,7,35,5,30,kn,FPS-KA-HAV-0007
RC-KA-002788,Pooja Naik,PHH,1,5,5,0,kn,FPS-KA-HAV-0008
RC-KA-002789,Harish Kumar,PHH,4,20,20,0,hi,FPS-KA-HAV-0009
RC-KA-002790,Prakash Bhat,PHH,6,30,25,5,kn,FPS-KA-HAV-0010
RC-KA-002791,Ravi Kulkarni,PHH,6,30,20,10,kn,FPS-KA-HAV-0011
RC-KA-002792,Sneha Rao,PHH,7,35,0,35,kn,FPS-KA-HAV-0012
RC-KA-002793,Manoj Patil,PHH,3,15,10,5,kn,FPS-KA-HAV-0013
RC-KA-002794,Naveen Kulkarni,PHH,5,25,20,5,kn,FPS-KA-HAV-0014
RC-KA-002795,Pooja Hegde,PHH,3,15,0,15,kn,FPS-KA-HAV-0015
RC-KA-002796,Sneha Bhat,PHH,2,10,5,5,kn,FPS-KA-HAV-0016
RC-KA-002797,Akash Gowda,PHH,2,10,10,0,en,FPS-KA-HAV-0017
RC-KA-002798,Bhavana Hegde,PHH,2,10,0,10,hi,FPS-KA-HAV-0018
RC-KA-002799,Chetan Poojary,PHH,1,5,0,5,hi,FPS-KA-HAV-0019
RC-KA-002800,Sanjay Reddy,PHH,6,30,15,15,kn,FPS-KA-HAV-0020
RC-KA-002801,Swathi Kumar,PHH,5,25,25,0,kn,FPS-KA-KAL-0001
RC-KA-002802,Kiran Bhat,PHH,4,20,5,15,kn,FPS-KA-KAL-0002
RC-KA-002803,Prakash Hegde,PHH,5,25,5,20,kn,FPS-KA-KAL-0003
RC-KA-002804,Divya Nayak,PHH,7,35,15,20,hi,FPS-KA-KAL-0004
RC-KA-002805,Divya Bhat,PHH,4,20,5,15,en,FPS-KA-KAL-0005
RC-KA-002806,Kavya Sharma,PHH,8,40,20,20,kn,FPS-KA-KAL-0006
RC-KA-002807,Naveen Desai,PHH,6,30,10,20,hi,FPS-KA-KAL-0007
RC-KA-002808,Prakash Kulkarni,PHH,3,15,0,15,en,FPS-KA-KAL-0008
RC-KA-002809,Lakshmi Hegde,PHH,3,15,5,10,en,FPS-KA-KAL-0009
RC-KA-002810,Naveen Joshi,PHH,5,25,5,20,kn,FPS-KA-KAL-0010
RC-KA-002811,Chetan Naik,PHH,5,25,0,25,kn,FPS-KA-KAL-0011
RC-KA-002812,Vijay Gowda,PHH,4,20,15,5,kn,FPS-KA-KAL-0012
RC-KA-002813,Prakash Hegde,PHH,3,15,15,0,kn,FPS-KA-KAL-0013
RC-KA-002814,Prakash Nayak,PHH,6,30,20,10,kn,FPS-KA-KAL-0014
RC-KA-002815,Rahul Hegde,PHH,1,5,5,0,hi,FPS-KA-KAL-0015
RC-KA-002816,Harish Hegde,PHH,1,5,0,5,kn,FPS-KA-KAL-0016
RC-KA-002817,Ganesh Shetty,PHH,2,10,0,10,en,FPS-KA-KAL-0017
RC-KA-002818,Aarav Desai,PHH,8,40,40,0,kn,FPS-KA-KAL-0018
RC-KA-002819,Meena Kumar,PHH,8,40,30,10,hi,FPS-KA-KAL-0019
RC-KA-002820,Priya Hegde,PHH,4,20,10,10,hi,FPS-KA-KAL-0020
RC-KA-002821,Vijay Nayak,PHH,8,40,30,10,kn,FPS-KA-KOD-0001
RC-KA-002822,Lakshmi Rao,PHH,4,20,20,0,kn,FPS-KA-KOD-0002
RC-KA-002823,Aarav Shetty,PHH,5,25,20,5,kn,FPS-KA-KOD-0003
RC-KA-002824,Rekha Joshi,PHH,3,15,10,5,en,FPS-KA-KOD-0004
RC-KA-002825,Arjun Poojary,PHH,4,20,20,0,hi,FPS-KA-KOD-0005
RC-KA-002826,Akash Naik,PHH,6,30,30,0,en,FPS-KA-KOD-0006
RC-KA-002827,Bhavana Desai,PHH,3,15,10,5,kn,FPS-KA-KOD-0007
RC-KA-002828,Bhavana Naik,PHH,1,5,0,5,kn,FPS-KA-KOD-0008
RC-KA-002829,Suresh Reddy,PHH,5,25,0,25,kn,FPS-KA-KOD-0009
RC-KA-002830,Arjun Poojary,PHH,7,35,5,30,hi,FPS-KA-KOD-0010
RC-KA-002831,Kavya Gowda,PHH,6,30,0,30,kn,FPS-KA-KOD-0011
RC-KA-002832,Rekha Reddy,PHH,8,40,40,0,kn,FPS-KA-KOD-0012
RC-KA-002833,Rekha Reddy,PHH,8,40,30,10,hi,FPS-KA-KOD-0013
RC-KA-002834,Shalini Nayak,PHH,2,10,5,5,kn,FPS-KA-KOD-0014
RC-KA-002835,Swathi Naik,PHH,3,15,15,0,hi,FPS-KA-KOD-0015
RC-KA-002836,Kavya Desai,PHH,7,35,30,5,kn,FPS-KA-KOD-0016
RC-KA-002837,Bhavana Rao,PHH,1,5,0,5,en,FPS-KA-KOD-0017
RC-KA-002838,Naveen Kumar,PHH,4,20,10,10,kn,FPS-KA-KOD-0018
RC-KA-002839,Rahul Reddy,PHH,1,5,5,0,en,FPS-KA-KOD-0019
RC-KA-002840,Chetan Naik,PHH,3,15,15,0,kn,FPS-KA-KOD-0020
RC-KA-002841,Rahul Shetty,PHH,7,35,5,30,kn,FPS-KA-KOL-0001
RC-KA-002842,Kiran Poojary,PHH,7,35,10,25,kn,FPS-KA-KOL-0002
RC-KA-002843,Lakshmi Shetty,PHH,8,40,0,40,kn,FPS-KA-KOL-0003
RC-KA-002844,Sneha Gowda,PHH,3,15,15,0,kn,FPS-KA-KOL-0004
RC-KA-002845,Sanjay Gowda,PHH,8,40,5,35,kn,FPS-KA-KOL-0005
RC-KA-002846,Arjun Sharma,PHH,7,35,0,35,kn,FPS-KA-KOL-0006
RC-KA-002847,Rahul Poojary,PHH,7,35,35,0,kn,FPS-KA-KOL-0007
RC-KA-002848,Ganesh Kulkarni,PHH,7,35,30,5,hi,FPS-KA-KOL-0008
RC-KA-002849,Priya Rao,PHH,5,25,25,0,kn,FPS-KA-KOL-0009
RC-KA-002850,Meena Bhat,PHH,8,40,40,0,kn,FPS-KA-KOL-0010
RC-KA-002851,Kavya Gowda,PHH,6,30,30,0,kn,FPS-KA-KOL-0011
RC-KA-002852,Kiran Kumar,PHH,3,15,15,0,kn,FPS-KA-KOL-0012
RC-KA-002853,Vijay Bhat,PHH,2,10,0,10,kn,FPS-KA-KOL-0013
RC-KA-002854,Priya Bhat,PHH,5,25,5,20,kn,FPS-KA-KOL-0014
RC-KA-002855,Ganesh Patil,PHH,8,40,30,10,kn,FPS-KA-KOL-0015
RC-KA-002856,Aditi Nayak,PHH,2,10,5,5,kn,FPS-KA-KOL-0016
RC-KA-002857,Ravi Naik,PHH,6,30,10,20,kn,FPS-KA-KOL-0017
RC-KA-002858,Kavya Kulkarni,PHH,1,5,5,0,kn,FPS-KA-KOL-0018
